"user_nickname","content","signature","count_en","count_dg","count_sp","count_zh","count_pu","ads_status","phone_status","kind_words","num_words","LABEL"
"YupingPeng养眼","暖炉/空调 免费评估接龙：
🌹1. 静:(暖炉/热水炉）oakville 
🌹2.小杨:(空调/暖炉/热水炉）oakville 
3.航：(暖炉/空调）Hamilton 
🌹4. 不懂:(暖炉/热水炉）Newmarket 
🌹5. Lanya  （暖炉）
6.nana 暖炉
7.Grace (furnace &water tank) Mississauga
8.Maggie X （暖炉/热水炉）Oakville
9. Fei （热水炉）Milton 
10. Shuyin (furnace) Richmond Hill
11.往事如风：暖炉(oakville)
12.哲学：暧炉
13. Lei Wei：暖炉（Hamilton）
14.安德 furnace (Oakville）
15.Echo Chen （ Burlington）
16.Julia Chen (Oakville）
17.婧丫头麻麻（Oakville）
18.Judy 冷气（Mississauga)
19.Apple 甯：暖炉空调 （Oakville）(5-19安装）
20.Haihong海虹 （Mississauga)
21.天上所有的星 空调 Mississauga
22. Henry Cai (暖炉/空调) Oakville
23. Angela (暖炉/热水炉) Mississauga 
24. Sandra (暖炉）Mississauga 
25.娟子华
26.太阳鸟  (热水炉与暖炉)
27.养眼 (暖炉2)
28.
29.
30.",0,0,0,0,0,0,1,1,0,0,0
"Bari","这辆","勿扰",0,0,0,2,0,1,1,0,0,1
"娜娜酱","怎么又汉子了","凤困凰",0,0,0,3,0,1,1,0,0,1
"墨色羽毛（Emily）","大概妹子太多了",0,0,0,0,0,0,1,1,0,0,1
"Kathy🍉www.leelaw.com","EE今天抽的最低分441","房产交接，公证，移民签证，上庭诉讼，告票 报税，旅游保险<span class=""emoji emoji1f438""></span>",24,4,3,22,13,0,1,4,5,0
"哦•","刚被抽中啦","昨天我做了个梦",0,0,0,7,0,1,1,0,0,1
"开开知道💗剧本杀","6点剧本5=2来的m","国际神经病一级证书拥有者",0,0,0,12,0,1,1,0,0,0
"J-soap","@Yuping Peng养眼 你是不是该做管道清洁了😂","承接婚庆手伴礼，母乳皂，生日皂，私人定制，独一无二！",0,0,0,21,5,0,1,0,0,0
"Sarah02**","恭喜","<span class=""emoji emoji1f388""></span><span class=""emoji emoji1f388""></span><span class=""emoji emoji1f388""></span><span class=""emoji emoji1f388""></span><span class=""emoji emoji1f483""></span><span class=""emoji emoji1f483""></span><span class=""emoji emoji1f483""></span><span class=""emoji emoji1f483""></span>",192,32,16,0,64,0,1,5,40,1
"阿飞哥","暖炉/空调 免费评估接龙：
🌹1. 静:(暖炉/热水炉）oakville 
🌹2.小杨:(空调/暖炉/热水炉）oakville 
3.航：(暖炉/空调）Hamilton 
🌹4. 不懂:(暖炉/热水炉）Newmarket 
🌹5. Lanya  （暖炉）
6.nana 暖炉
7.Grace (furnace &water tank) Mississauga
8.Maggie X （暖炉/热水炉）Oakville
9. Fei （热水炉）Milton 
10. Shuyin (furnace) Richmond Hill
11.往事如风：暖炉(oakville)
12.哲学：暧炉
13. Lei Wei：暖炉（Hamilton）
14.安德 furnace (Oakville）
15.Echo Chen （ Burlington）
16.Julia Chen (Oakville）
17.婧丫头麻麻（Oakville）
18.Judy 冷气（Mississauga)
19.Apple 甯：暖炉空调 （Oakville）(5-19安装）
20.Haihong海虹 （Mississauga)
21.天上所有的星 空调 Mississauga
22. Henry Cai (暖炉/空调) Oakville
23. Angela (暖炉/热水炉) Mississauga 
24. Sandra (暖炉）Mississauga 
25.娟子华
26.太阳鸟  (热水炉与暖炉)
27.养眼 (暖炉2)
28.阿飞哥 （暖炉和热水炉）
29.
30.","2017年11月7日",0,7,0,3,0,1,1,3,3,0
"冰块👩","管道清洁和暖不暖没很大关系",2896448688,0,10,0,0,0,1,0,1,1,1
"雨溪","下雨天妈妈们都在干嘛啊？",0,0,0,0,0,0,1,1,0,0,1
"Bobby","请问一下 狗狗打针去Wellesley animal hospital好还是去college animal hospital好呢","lebenslangerschicksalsschatz",28,0,0,0,0,1,1,1,1,1
"阿达🤨",1,"毒鸡汤害死人",0,0,0,6,0,1,1,0,0,1
"三宝妈---阿胶糕代理","是 煲汤啦 做过几次","爱是恒久忍耐又有恩慈",0,0,0,10,0,1,1,0,0,1
"养眼","@冰块👩 也有可能是墙或窗子保温差了。",0,0,0,0,0,0,1,1,0,0,1
"ying","暖炉/空调 免费评估接龙：
🌹1. 静:(暖炉/热水炉）oakville 
🌹2.小杨:(空调/暖炉/热水炉）oakville 
3.航：(暖炉/空调）Hamilton 
🌹4. 不懂:(暖炉/热水炉）Newmarket 
🌹5. Lanya  （暖炉）
6.nana 暖炉
7.Grace (furnace &water tank) Mississauga
8.Maggie X （暖炉/热水炉）Oakville
9. Fei （热水炉）Milton 
10. Shuyin (furnace) Richmond Hill
11.往事如风：暖炉(oakville)
12.哲学：暧炉
13. Lei Wei：暖炉（Hamilton）
14.安德 furnace (Oakville）
15.Echo Chen （ Burlington）
16.Julia Chen (Oakville）
17.婧丫头麻麻（Oakville）
18.Judy 冷气（Mississauga)
19.Apple 甯：暖炉空调 （Oakville）(5-19安装）
20.Haihong海虹 （Mississauga)
21.天上所有的星 空调 Mississauga
22. Henry Cai (暖炉/空调) Oakville
23. Angela (暖炉/热水炉) Mississauga 
24. Sandra (暖炉）Mississauga 
25.娟子华
26.太阳鸟  (热水炉与暖炉)
27.养眼 (暖炉2)
28.阿飞哥 （暖炉和热水炉）
29.ying (暖炉 Markham)
30.",0,0,0,0,0,0,1,1,0,0,0
"A🐝poppy🐝","红菜头","心之所动，就随风去了，以爱之名，你还愿意吗？",0,0,0,18,4,1,1,0,0,1
"Phyllis💃ZumbaInstructor","請問誰有Hwy 7附近的一房condo出租？ 
房客付現金，請私信我，謝謝[Salute][Salute][Salute]","凡事谦虚、温柔、忍耐，用爱互相包容。以 4:2",0,2,1,15,5,1,1,2,2,0
"隐姓埋名的梅先生","不贵","力争上游",0,0,0,4,0,1,1,0,0,1
"老板一份鱼丸粗面","Wellesley贵",0,0,0,0,0,0,1,1,0,0,1
"尹小哈Husky","想问问大家的狗子办的哪家保险/有没有必要买保险","I'm alive I'm alive I'm so alive xD",25,0,7,0,3,1,1,5,11,1
"秋秋🌟三宝妈",1,"""We should appreciate every single breathe that we have”",46,0,8,0,2,0,1,9,9,1
"Emma","好丰盛","要在相同的时间里活出厚度！",0,0,0,12,1,1,1,0,0,1
"amandaliu","我爱吃肉肉[奸笑]","人生就是一场修行之旅，做更好的自己",0,0,0,16,1,1,1,0,0,1
"00xx","soga","如梦如幻月，若即若离花",0,0,0,10,1,1,1,0,0,1
"BEYOND","全世界聪明人都在玩的游戏，快来试试！","莫欺少年肥",0,0,0,5,0,1,1,0,0,0
"wawadebug","菜单有小改动 请注意。每周四晚10点截单
取货地点：（可以在两个地方。地点A 30 Brightside Ave. Richmond hill. L4e0p6. 地点B 38 willow heights blvd, Markham ON L6C 0X8。 ）A或者B  下单时请标明。好消息👉🏻❇囍辣❇👈🏻试营业了 喜欢吃辣的亲们一定不要错过啊 小店经营鸭货、螃蟹、小龙虾、鲍鱼等十多种产品，敬请您的光临，试营业间大放价全场8.5折，联系群主自取！
1⃣️麻辣小龙虾$14.99
2⃣️麻辣牛肉干$14.99
3⃣️麻辣花蛤$7.99
4⃣️花螺$15.99
5⃣️麻辣鲜虾$9.99
6⃣️麻辣沙孟鱼$9.99
7⃣️麻辣鸭脖$6.99
8⃣️麻辣小鲍鱼$19.99
9⃣️麻辣鸭脚$4.99
🔟麻辣鸭舌$24.99
11.藕片 $4.99 
12. 金针菇$5.99 
13. 海带丝 $4.99
14. 鸡脆骨 $9.99
🍺🍺🍺🍺🍺🍺🍺🍺🍺🍺
1. cici 藕片 1 ，金针菇1  鸭脖1 
2. 小妖 麻辣鲜虾*1，藕片*1，麻辣鸭脚*1，A
3. ShelleyT 麻辣鲜虾*1，藕片*1，麻辣鸭脚*1，A（欠7块）
4. wawa 鸭脚 2 A
5.
6.
7.
8.
9.
10.
11.
12.
13.
14.
15. —周五中午12点截单","关老爷保佑 <span class=""emoji emoji1f64f""></span>",25,3,3,5,8,0,1,4,5,0
"SUNNY","情感咨询师，擅长吸引异性，挽回感情、维持长期恋爱关系。还有同城单身男女免费配对[机智]","情感医生。",0,0,0,4,1,1,1,0,0,0
"✨肉💜妹✨","请问有没有卖全科证书的[啤酒][啤酒][啤酒]","做
一
个
有
趣
的
人",0,0,6,7,0,1,1,0,0,1
"Kane","求明天下午温莎到多伦多一个人","Red Raf Simons",12,0,2,0,0,1,1,3,3,1
"Marshall💯","@❇肉💜妹❇ 加你了","Crius Financial",14,0,1,0,0,1,1,2,2,1
"nightingale","菜单有小改动 请注意。每周四晚10点截单
取货地点：（可以在两个地方。地点A 30 Brightside Ave. Richmond hill. L4e0p6. 地点B 38 willow heights blvd, Markham ON L6C 0X8。 ）A或者B  下单时请标明。好消息👉🏻❇囍辣❇👈🏻试营业了 喜欢吃辣的亲们一定不要错过啊 小店经营鸭货、螃蟹、小龙虾、鲍鱼等十多种产品，敬请您的光临，试营业间大放价全场8.5折，联系群主自取！
1⃣️麻辣小龙虾$14.99
2⃣️麻辣牛肉干$14.99
3⃣️麻辣花蛤$7.99
4⃣️花螺$15.99
5⃣️麻辣鲜虾$9.99
6⃣️麻辣沙孟鱼$9.99
7⃣️麻辣鸭脖$6.99
8⃣️麻辣小鲍鱼$19.99
9⃣️麻辣鸭脚$4.99
🔟麻辣鸭舌$24.99
11.藕片 $4.99 
12. 金针菇$5.99 
13. 海带丝 $4.99
14. 鸡脆骨 $9.99
🍺🍺🍺🍺🍺🍺🍺🍺🍺🍺
1. cici 藕片 1 ，金针菇1  鸭脖1 
2. 小妖 麻辣鲜虾*1，藕片*1，麻辣鸭脚*1，A
3. ShelleyT 麻辣鲜虾*1，藕片*1，麻辣鸭脚*1，A（欠7块）
4. wawa 鸭脚 2 A
5. nightingale 鸭脚4 鸡脆骨1 A
6.
7.
8.
9.
10.
11.
12.
13.
14.
15. —周五中午12点截单","别偷窥了，姐就不写朋友圈",0,0,0,11,1,1,1,0,0,0
"Maggie","🇺🇸New York Yankees 棒球帽🧢特价促销🎈 喜欢的大家一起拼单省邮费[胜利]接龙时请将自己喜欢款式的对应数字🔢和数量 标注清楚 哦😄
1、 Anna  1号  1个
2、Helen 1号，14号，5号各1个
3、芍 1号1个
4、Liqun ：1号、8号各一个
5、Jennifer 1号 1个
———以上已下订单————
6、Maggie 1号2个 8号1个
7、
8、","愿我走过的痛楚你不必经历，愿我已有的幸福你触手可及。",0,0,0,24,2,1,1,0,0,0
"何英","🇺🇸New York Yankees 棒球帽🧢特价促销🎈 喜欢的大家一起拼单省邮费[胜利]接龙时请将自己喜欢款式的对应数字🔢和数量 标注清楚 哦😄
1、 Anna  1号  1个
2、Helen 1号，14号，5号各1个
3、芍 1号1个
4、Liqun ：1号、8号各一个
5、Jennifer 1号 1个
———以上已下订单————
6、Maggie 1号2个 8号1个
7、ying 1号 1 个
8、",0,0,0,0,0,0,1,1,0,0,0
"🎀YUE💗","菜单有小改动 请注意。每周四晚10点截单
取货地点：（可以在两个地方。地点A 30 Brightside Ave. Richmond hill. L4e0p6. 地点B 38 willow heights blvd, Markham ON L6C 0X8。 ）A或者B  下单时请标明。好消息👉🏻❇囍辣❇👈🏻试营业了 喜欢吃辣的亲们一定不要错过啊 小店经营鸭货、螃蟹、小龙虾、鲍鱼等十多种产品，敬请您的光临，试营业间大放价全场8.5折，联系群主自取！
1⃣️麻辣小龙虾$14.99
2⃣️麻辣牛肉干$14.99
3⃣️麻辣花蛤$7.99
4⃣️花螺$15.99
5⃣️麻辣鲜虾$9.99
6⃣️麻辣沙孟鱼$9.99
7⃣️麻辣鸭脖$6.99
8⃣️麻辣小鲍鱼$19.99
9⃣️麻辣鸭脚$4.99
🔟麻辣鸭舌$24.99
11.藕片 $4.99 
12. 金针菇$5.99 
13. 海带丝 $4.99
14. 鸡脆骨 $9.99
🍺🍺🍺🍺🍺🍺🍺🍺🍺🍺
1. cici 藕片 1 ，金针菇1  鸭脖1 
2. 小妖 麻辣鲜虾*1，藕片*1，麻辣鸭脚*1，A
3. ShelleyT 麻辣鲜虾*1，藕片*1，麻辣鸭脚*1，A（欠7块）
4. wawa 鸭脚 2 A
5. nightingale 鸭脚4 鸡脆骨1 A
6. Yue 鸭脚 2盒，金针菇 1盒 牛肉干1盒
7.
8.
9.
10.
11.
12.
13.
14.
15. —周五中午12点截单",0,0,0,0,0,0,1,1,0,0,0
"X","提供27号温莎到多伦多卡普","香蕉你个巴拉🙄",0,0,0,6,1,1,1,0,0,0
"Yana","暖炉/空调 免费评估接龙：
🌹1. 静:(暖炉/热水炉）oakville 
🌹2.小杨:(空调/暖炉/热水炉）oakville 
3.航：(暖炉/空调）Hamilton 
🌹4. 不懂:(暖炉/热水炉）Newmarket 
🌹5. Lanya  （暖炉）
🌹6.nana 
7.Grace (furnace &water tank) Mississauga
8.Maggie X （暖炉/热水炉）Oakville
9. Fei （热水炉）Milton 
10. Shuyin (furnace) Richmond Hill
11.往事如风：暖炉(oakville)
12.哲学：暧炉
13. Lei Wei：暖炉（Hamilton）
🌹14.安德 furnace (Oakville）
15.Echo Chen （ Burlington）
16.Julia Chen (Oakville）
🌹17.婧丫头麻麻（暖气）（Oakville）
18.Judy 冷气（Mississauga)
19.Apple 甯：暖炉空调 （Oakville）(5-19安装）
20.Haihong海虹 （Mississauga)
21.天上所有的星 空调 Mississauga
22. Henry Cai (暖炉/空调) Oakville
23. Angela (暖炉/热水炉) Mississauga 
24. Sandra (暖炉）Mississauga 
25.娟子华
26.太阳鸟  (热水炉与暖炉)
27.养眼 (暖炉2)
28.阿飞哥 （暖炉和热水炉）
29.ying (暖炉 Markham)
30.Yana(热水炉，暖炉，空调)Oakville","活着",0,0,0,2,0,1,1,0,0,0
"4.20收信","求问大家[流泪]我4.20收到提名信，今天国内的户口本公证去办，加上寄过来需要一个半月…还来得及吗[流泪]","你非常相信，他就真的存在",0,0,0,11,1,1,1,0,0,1
"98xx","求问大家[流泪]我4.20收到提名信，今天国内的户口本公证去办，加上寄过来需要一个半月…还来得及吗[流泪]","你非常相信，他就真的存在",0,0,0,11,1,1,1,0,0,1
"🍁🌹Helen🌹🍁","刚刚拿到帽子🧢
正巧赶上下雨☔️
这位大哥好福气[耶]
带上帽子正好挡雨[偷笑]","人的一生就是一种经历，只有体验不同的风景，才算真正的活过！",0,0,0,26,3,1,1,0,0,1
"hui","提名信上面有Expiry Date","Keep on !",6,0,2,0,1,1,1,2,2,1
"张惠渊",1,"-愿你一生努力  一生被爱  想要的都拥有 得不到的都释怀",0,0,5,23,1,1,1,0,0,0
"喵星人(￣^￣)ゞ",1,"这个世界总有事物值得你温柔以待<span class=""emoji emoji1f335""></span>",24,4,2,15,8,0,1,4,5,0
"97＊＊","@98xx 寄过来不是三天么",0,0,0,0,0,0,1,1,0,0,1
"96××Steven","提名信过期不是半年么。。。","It will be better than before. ",24,0,6,0,1,1,1,6,6,1
"97**"," 你们的提名信都几天寄过来？",0,0,0,0,0,0,1,1,0,0,1
"皮卡卡普","寻找周五早上去多伦多的carpool ","世界很神奇",0,0,0,5,0,1,1,0,0,1
"2.11Sub3.22Ass4.25Dip","我终于dip了",":      )",0,0,6,0,2,1,1,0,0,1
"魚＇。🌈","[害羞]王一","就算忘了全世界，我也不會忘記你！~ ``",0,0,1,14,5,1,1,0,0,1
"Joeky","周哥商务车接送:
温莎→多伦多→温莎

明天(周4)上午→多伦多有位
27、28号、30号
5月5号、7号、15、31号
温莎→多伦多→温莎

2018年7座豪华商务车,
可接送机多伦多&底特律
早出晚归,具体时间请联系[耶]

接送机$60+$10/件大行李
搬家多伦多
欢迎包车、拼车
519-992-6238","提供多伦多专车及底特律接送机服务!
注:预订请付订金",0,0,1,23,2,0,1,0,0,0
"Nicole🍑","我提名信都等了四天了。。","Let the past rest",14,0,3,0,0,1,1,4,4,1
"周哥商务车接送519-992-6238","周哥商务车接送:
温莎→多伦多→温莎

明天(周4)上午→多伦多有位
27、28号、30号
5月5号、7号、15、31号
温莎→多伦多→温莎

2018年7座豪华商务车,
可接送机多伦多&底特律
早出晚归,具体时间请联系[耶]

接送机$60+$10/件大行李
搬家多伦多
欢迎包车、拼车
519-992-6238","提供多伦多专车及底特律接送机服务!
注:预订请付订金",0,0,1,23,2,0,1,0,0,0
"雪鸥","菜单有小改动 请注意。每周四晚10点截单
取货地点：（可以在两个地方。地点A 30 Brightside Ave. Richmond hill. L4e0p6. 地点B 38 willow heights blvd, Markham ON L6C 0X8。 ）A或者B  下单时请标明。好消息👉🏻❇囍辣❇👈🏻试营业了 喜欢吃辣的亲们一定不要错过啊 小店经营鸭货、螃蟹、小龙虾、鲍鱼等十多种产品，敬请您的光临，试营业间大放价全场8.5折，联系群主自取！
1⃣️麻辣小龙虾$14.99
2⃣️麻辣牛肉干$14.99
3⃣️麻辣花蛤$7.99
4⃣️花螺$15.99
5⃣️麻辣鲜虾$9.99
6⃣️麻辣沙孟鱼$9.99
7⃣️麻辣鸭脖$6.99
8⃣️麻辣小鲍鱼$19.99
9⃣️麻辣鸭脚$4.99
🔟麻辣鸭舌$24.99
11.藕片 $4.99 
12. 金针菇$5.99 
13. 海带丝 $4.99
14. 鸡脆骨 $9.99
🍺🍺🍺🍺🍺🍺🍺🍺🍺🍺
1. 
2. 小妖 麻辣鲜虾*1，藕片*1，麻辣鸭脚*1，A
3. ShelleyT 麻辣鲜虾*1，藕片*1，麻辣鸭脚*1，A（欠7块）
4. wawa 鸭脚 2 A
5. nightingale 鸭脚4 鸡脆骨1 A
6. Yue 鸭脚 2盒，金针菇 1盒 牛肉干1盒
7.雪鸥 牛肉干1盒
8.
9.
10.
11.
12.
13.
14.
15. —周五中午12点截单",0,0,0,0,0,0,1,1,0,0,0
"01**","渥太华","Xile Li ( ´･ᴗ･` ) ",6,0,5,1,6,1,1,2,2,1
"99××","户口本也要公证吗？","The harder the luckier",19,0,3,0,0,1,1,4,4,1
"Gloria","请问一下有没有推荐的英短银灰渐变的breeder？",0,0,0,0,0,0,1,1,0,0,1
"Ben,anna","请问一下群友们，听说政府补贴的装窗的钱不一定可以拿到，是不是真的？谢谢🙏",0,0,0,0,0,0,1,1,0,0,1
"颤抖的土拨鼠","！！同求","不是睡觉的时候，都想睡",0,0,0,10,1,1,1,0,0,1
"霍东辉","我也排上",0,0,0,0,0,0,1,1,0,0,1
"皓白白白白白☁","同求",0,0,0,0,0,0,1,1,0,0,1
"Sub2.3-Apr4.16","请问这个是什么的时间","加拿大代购！正品不解释！",0,0,0,10,2,0,1,0,0,0
"如意","暖炉/空调 免费评估接龙：（评估完了的，我前面放朵🌹，是为了自己别弄重复了，木有别的含义😂）
🌹1. 静:(暖炉/热水炉）oakville 
🌹2.小杨:(空调/暖炉/热水炉）oakville 
3.航：(暖炉/空调）Hamilton 
🌹4. 不懂:(暖炉/热水炉）Newmarket 
🌹5. Lanya  （暖炉）
🌹6.nana 
7.Grace (furnace &water tank) Mississauga
8.Maggie X （暖炉/热水炉）Oakville

10. Shuyin (furnace) Richmond Hill
11.往事如风：暖炉(oakville)
12.哲学：暧炉
13. Lei Wei：暖炉（Hamilton）
🌹14.安德 furnace (Oakville）
15.Echo Chen （ Burlington）
16.Julia Chen (Oakville）
🌹17.婧丫头麻麻（暖气）（Oakville）
18.Judy 冷气（Mississauga)
19.Apple 甯：暖炉空调 （Oakville）(5-19安装）
20.Haihong海虹 （Mississauga)
21.天上所有的星 空调 Mississauga
22. Henry Cai (暖炉/空调) Oakville
23. Angela (暖炉/热水炉) Mississauga 
24. Sandra (暖炉）Mississauga 
25.娟子华
26.太阳鸟  (热水炉与暖炉)
27.养眼 (暖炉2)
28.阿飞哥 （暖炉和热水炉）
29.ying (暖炉 Markham)
30.Yana(热水炉，暖炉，空调)Oakville
31.如意（暖炉，Markham）
32.
33.
34.
35.
36.
37.
38.
39.
40.",0,0,0,0,0,0,1,1,0,0,0
"Mary","我想要tank的，什么价格呀？",0,0,0,0,0,0,1,1,0,0,1
"娟子华","暖炉/空调 免费评估接龙：（评估完了的，我前面放朵🌹，是为了自己别弄重复了，木有别的含义😂）
🌹1. 静:(暖炉/热水炉）oakville 
🌹2.小杨:(空调/暖炉/热水炉）oakville 
3.航：(暖炉/空调）Hamilton 
🌹4. 不懂:(暖炉/热水炉）Newmarket 
🌹5. Lanya  （暖炉）
🌹6.nana 
7.Grace (furnace &water tank) Mississauga
8.Maggie X （暖炉/热水炉）Oakville

10. Shuyin (furnace) Richmond Hill
11.往事如风：暖炉(oakville)
12.哲学：暧炉
13. Lei Wei：暖炉（Hamilton）
🌹14.安德 furnace (Oakville）
15.Echo Chen （ Burlington）
16.Julia Chen (Oakville）
🌹17.婧丫头麻麻（暖气）（Oakville）
18.Judy 冷气（Mississauga)
19.Apple 甯：暖炉空调 （Oakville）(5-19安装）
20.Haihong海虹 （Mississauga)
21.天上所有的星 空调 Mississauga
22. Henry Cai (暖炉/空调) Oakville
23. Angela (暖炉/热水炉) Mississauga 
24. Sandra (暖炉）Mississauga 
25.娟子华(暖炉)
26.太阳鸟  (热水炉与暖炉)
27.养眼 (暖炉2)
28.阿飞哥 （暖炉和热水炉）
29.ying (暖炉 Markham)
30.Yana(热水炉，暖炉，空调)Oakville
31.如意（暖炉，Markham）
32.
33.
34.
35.
36.
37.
38.
39.
40.","风景这边独好",0,0,0,6,0,1,1,0,0,0
"lilin","@tlc ... 谢谢",0,0,0,0,0,0,1,1,0,0,1
"tlc...","[奸笑][奸笑]ヽ(ﾟ∀ﾟ)ﾉ!",0,0,0,0,0,0,1,1,0,0,1
"Eleven",1,0,0,0,0,0,0,1,1,0,0,1
"shwa",1,0,0,0,0,0,0,1,1,0,0,1
"Yuhua","谢谢",0,0,0,0,0,0,1,1,0,0,1
"Niki",1,0,0,0,0,0,0,1,1,0,0,1
"前端大叔","2018 浅谈前端面试那些事","较忙，有事直接说",0,0,0,7,1,1,1,0,0,1
"俊哥","locales这个字段未定义",0,0,0,0,0,0,1,1,0,0,1
"风","dollar店就有卖的",0,0,0,0,0,0,1,1,0,0,1
"JackYang","请问用过屋顶保温火绵补贴，是否还可以得到暖炉补贴。[Salute]",0,0,0,0,0,0,1,1,0,0,1
"WenXiuXuan","请问房屋保险是租客交吗？","苟富贵 勿相忘",0,0,1,6,0,1,1,0,0,1
"多伦多全职人脉银行","如果你的生命仅剩最后的几个月了，你会为你的孩子留下什么？本书作者布鲁斯在生活如日中天的时候，被确诊患上罕见的癌症：骨肉瘤。他意识到，可能没办法看着一对双胞胎女儿长大，就要在她们的生命中匆匆退场了。他怎么忍心就这样放下两个女儿撒手人寰呢？于是，他萌生出了“爸爸军团”的念头。“爸爸军团”由六位作者布鲁斯最欣赏与信赖的朋友组成。如果“那一天”真的降临了，这几位“爸爸”将承担起重任，代替布鲁斯，成为他在这个世上的声音，将他不能教给女儿们的人生功课传授给她们……

周日十一点，让我们一起分享这部感人至深的《爸爸军团》，同时也倾听现场两位父亲讲述以下几个方面的故事：
1. 发現和了解孩子
2  带他们出去时，有意挑战
3. 提供和创造环境
4. 如果他们考试结果不理想，只问他们知道是怎么错的就够了
5. 翻转式教育对孩子的影响

时间：2018.4.29 11am

地点：650 HWY7 East Richmond Hill（点点教育，喜来登副楼留一手火锅楼上）

报名短信：647-705-8964","人脉，創業快速通道",0,0,0,8,1,0,1,0,0,0
"At","2018年，web前端开发应该怎么学？","Top",3,0,0,0,0,1,1,1,1,1
"💐Carmen🎉","@J-soap  如果只换空调可以补助吗？补助多少？",0,0,0,0,0,0,1,1,0,0,1
"快乐房子","找钥匙，开宝箱！你行你来！",0,0,0,0,0,0,1,1,0,0,0
"梁勇"," 今晚8点半 Hellobi Live视频直播 1小时学会建立信用评分卡（金融数据的小分析-Python）https://edu.hellobi.com/course/265  内容：1、金融数据的大分析与小分析 2、金融数据科学家的视野与深度  3、作为金融数据科学中枢的Python  4、甜点-个人贷款评分卡案例 （业务理解、数据理解、维度分析与构建衍生变）",0,0,0,0,0,0,1,1,0,0,0
"劳神","西红柿听音乐，一年结果一万七——植物也有灵性啊！","老沈的公众号：9966",0,4,0,6,1,0,1,1,1,0
"女司机发广告挣油钱","如果你的生命仅剩最后的几个月了，你会为你的孩子留下什么？本书作者布鲁斯在生活如日中天的时候，被确诊患上罕见的癌症：骨肉瘤。他意识到，可能没办法看着一对双胞胎女儿长大，就要在她们的生命中匆匆退场了。他怎么忍心就这样放下两个女儿撒手人寰呢？于是，他萌生出了“爸爸军团”的念头。“爸爸军团”由六位作者布鲁斯最欣赏与信赖的朋友组成。如果“那一天”真的降临了，这几位“爸爸”将承担起重任，代替布鲁斯，成为他在这个世上的声音，将他不能教给女儿们的人生功课传授给她们……

周日十一点，让我们一起分享这部感人至深的《爸爸军团》，同时也倾听现场两位父亲讲述以下几个方面的故事：
1. 发現和了解孩子
2  带他们出去时，有意挑战
3. 提供和创造环境
4. 如果他们考试结果不理想，只问他们知道是怎么错的就够了
5. 翻转式教育对孩子的影响

时间：2018.4.29 11am

地点：650 HWY7 East Richmond Hill（点点教育，喜来登副楼留一手火锅楼上）

报名短信：647-705-8964","人生如只如初見",0,0,0,7,0,1,1,0,0,0
"楚·王🐾",1,0,0,0,0,0,0,1,1,0,0,0
"IvyHe","@陈(michael) 请问你房子是经纪出租的吗？还是自己租","一家人平安健康是最大的财富。",0,0,0,13,1,1,1,0,0,1
"Tom宓文涛*Besmart","提供Carpool：
4月27日周五晚6:30多伦多出发到温莎
4月29日周日晚7:00温莎出发到多伦多
647-270-0240
",0,0,0,0,0,0,1,1,0,0,0
"高兴","我装修，物业说要收2500垃圾清运费，我说我自己找人清运垃圾，他们也没有反对。之后就各种找茬，没完没了……","妈妈，你是我的小仙女",0,0,0,9,1,1,1,0,0,1
"Neil","有没有现场直播","似是故人来",0,0,0,5,0,1,1,0,0,1
"kevin","https://www.blogto.com/sports_play/2018/04/flyboard-niagara-air-toronto/","至今也没弄清活着的意义。所以要一直活下去",0,0,0,19,1,1,1,0,0,1
"Winnie","@Mavis 你好，我在，不好意思，刚非常忙，美妈们陆陆续续来搬东西走，没能及时回复你","赛过岁月，赢回青春！
Change my words, Change my world.",26,0,6,8,4,1,1,4,6,0
"huan","@囍辣售货员 请问是什么时间可以取？",0,0,0,0,0,0,1,1,0,0,1
"小杨同学","😱","梦里寻梦",0,0,0,4,0,1,1,0,0,1
"Moon","需要4月28周六早上730am，温莎去底特律机场的Carpool。",0,0,0,0,0,0,1,1,0,0,1
"相卓然🇨🇳","@Moon ",0,0,0,0,0,0,1,1,0,0,1
"linaliu","@三宝妈---阿胶糕代理 有什么建议吗？",0,0,0,0,0,0,1,1,0,0,1
"卡普","提供5-2号温莎去多伦多卡普","平和  处变不惊",0,0,2,6,0,1,1,0,0,0
"steventtyy","提供5-2号温莎去多伦多卡普","平和  处变不惊",0,0,2,6,0,1,1,0,0,0
"谢（专业室内外装修）","密碼 ",0,0,0,0,0,0,1,1,0,0,0
"''EEEileeN","你好 想问下5月底或6月初-6月底或7月初。香港/广州-多伦多 往返 机票价格","<span class=""emoji emoji1f495""></span>你若盛开 蝴蝶自来",24,4,3,8,8,0,1,4,5,1
"代购群主","家家送诚邀您参与测试，不限低消，1件物品也包邮
     3月31日家家送网站正式上线测试。

     为了研究出一套低价便民的配送系统，现邀请您参与测试，参与方式为自主注册。

     测试期间，网站消费不设最低消费额，加拿大全境邮费全免，一件物品也包邮。

     家家送目前上线的产品种类有休闲零食，方便速食，粮油调味，美妆护肤等。

     家家送-生活必备，只为不便出行的你。



https://jiajiasong.ca/news/1/?from=singlemessage&isappinstalled=1

家家送，生活必备



https://jiajiasong.ca/
","幸福额度",0,0,0,4,0,1,1,0,0,0
